reference Smarter;reference SunDevice;IDP;Model;Capacity;Color;Grade
128-PRE9728;;80968;Ipad Pro 12.9 1st generation (2015) Wifi;16;Grey;Grade A
128-PRE9729;;80976;Ipad Pro 12.9 1st generation (2015) Wifi;32;Grey;Grade A
128-PRE9730;;80977;Ipad Pro 12.9 1st generation (2015) Wifi;64;Grey;Grade A
128-PRE9731;;80983;Ipad Pro 12.9 1st generation (2015) Wifi;128;Grey;Grade A
128-PRE9732;;80966;Ipad Pro 12.9 1st generation (2015) Wifi;256;Grey;Grade A
127-ECO9579;;81191;iPad pro 9.7 Wifi;32;Silver;Grade D
127-ECO9587;;80986;iPad pro 9.7 Wifi;256;Grey;Grade D
127-ECO9596;;81162;iPad pro 9.7 Wifi;128;Pink;Grade D
127-ECO9581;;81216;iPad pro 9.7 Wifi;128;Silver;Grade D
127-ECO9597;;81175;iPad pro 9.7 Wifi;256;Pink;Grade D
127-GOL9589;;81000;iPad pro 9.7 Wifi;32;Gold;Grade D
127-ECO9582;;81181;iPad pro 9.7 Wifi;256;Silver;Grade D
127-ECO9594;;81028;iPad pro 9.7 Wifi;32;Pink;Grade D
127-GOL9592;;81018;iPad pro 9.7 Wifi;256;Gold;Grade D
127-ECO9584;;81171;iPad pro 9.7 Wifi;32;Grey;Grade D
127-GOL9591;;80987;iPad pro 9.7 Wifi;128;Gold;Grade D
127-GOL9632;;81020;iPad pro 9.7 Wifi;256;Gold;Grade B
127-BAS9598;;81184;iPad pro 9.7 Wifi;16;Silver;Grade C
127-BAS9600;;81197;iPad pro 9.7 Wifi;64;Silver;Grade C
127-BAS9603;;81163;iPad pro 9.7 Wifi;16;Grey;Grade C
127-BAS9605;;81004;iPad pro 9.7 Wifi;64;Grey;Grade C
127-BAS9615;;81036;iPad pro 9.7 Wifi;64;Pink;Grade C
127-ECO9578;;81183;iPad pro 9.7 Wifi;16;Silver;Grade D
127-ECO9580;;81196;iPad pro 9.7 Wifi;64;Silver;Grade D
127-ECO9583;;81161;iPad pro 9.7 Wifi;16;Grey;Grade D
127-ECO9585;;81002;iPad pro 9.7 Wifi;64;Grey;Grade D
127-ECO9586;;80994;iPad pro 9.7 Wifi;128;Grey;Grade D
127-ECO9593;;81023;iPad pro 9.7 Wifi;16;Pink;Grade D
127-ECO9595;;81035;iPad pro 9.7 Wifi;64;Pink;Grade D
127-GOL9588;;80985;iPad pro 9.7 Wifi;16;Gold;Grade D
127-GOL9590;;81008;iPad pro 9.7 Wifi;64;Gold;Grade D
127-GOL9608;;81012;iPad pro 9.7 Wifi;16;Gold;Grade C
127-GOL9610;;81009;iPad pro 9.7 Wifi;64;Gold;Grade C
127-GOL9628;;80990;iPad pro 9.7 Wifi;16;Gold;Grade B
127-GOL9630;;81013;iPad pro 9.7 Wifi;64;Gold;Grade B
127-GOL9648;;80993;iPad pro 9.7 Wifi;16;Gold;Grade A
127-GOL9649;;81006;iPad pro 9.7 Wifi;32;Gold;Grade A
127-GOL9650;;81010;iPad pro 9.7 Wifi;64;Gold;Grade A
127-GOL9651;;81016;iPad pro 9.7 Wifi;128;Gold;Grade A
127-GOL9652;;81021;iPad pro 9.7 Wifi;256;Gold;Grade A
127-MED9618;;81185;iPad pro 9.7 Wifi;16;Silver;Grade B
127-MED9620;;81198;iPad pro 9.7 Wifi;64;Silver;Grade B
127-MED9623;;81166;iPad pro 9.7 Wifi;16;Grey;Grade B
127-MED9625;;81005;iPad pro 9.7 Wifi;64;Grey;Grade B
127-MED9633;;81025;iPad pro 9.7 Wifi;16;Pink;Grade B
127-MED9634;;81030;iPad pro 9.7 Wifi;32;Pink;Grade B
127-MED9635;;81037;iPad pro 9.7 Wifi;64;Pink;Grade B
127-MED9636;;81165;iPad pro 9.7 Wifi;128;Pink;Grade B
127-PRE9638;;81186;iPad pro 9.7 Wifi;16;Silver;Grade A
127-PRE9639;;81194;iPad pro 9.7 Wifi;32;Silver;Grade A
127-PRE9640;;81199;iPad pro 9.7 Wifi;64;Silver;Grade A
127-PRE9642;;81189;iPad pro 9.7 Wifi;256;Silver;Grade A
127-PRE9643;;81169;iPad pro 9.7 Wifi;16;Grey;Grade A
127-PRE9644;;81174;iPad pro 9.7 Wifi;32;Grey;Grade A
127-PRE9645;;81033;iPad pro 9.7 Wifi;64;Grey;Grade A
127-PRE9646;;80998;iPad pro 9.7 Wifi;128;Grey;Grade A
127-PRE9653;;81026;iPad pro 9.7 Wifi;16;Pink;Grade A
127-PRE9654;;81031;iPad pro 9.7 Wifi;32;Pink;Grade A
127-PRE9655;;81038;iPad pro 9.7 Wifi;64;Pink;Grade A
127-PRE9656;;81167;iPad pro 9.7 Wifi;128;Pink;Grade A
127-PRE9657;;81178;iPad pro 9.7 Wifi;256;Pink;Grade A
23-ECO7249;;29530;iPhone 5C;16;Blue;Like New
21-BAS7156;;76313;iPhone 6;32;Silver;Grade C
21-ECO7168;;76314;iPhone 6;32;Silver;Grade D
21-MED7144;;76312;iPhone 6;32;Silver;Grade B
21-PRE7132;;76311;iPhone 6;32;Silver;Grade A
141-1289997;;85003;iPhone 6 CPO;128;Silver;New
26-MED7372;;19537;iPhone 6 Plus;16;Silver;Like New
139-16 9982;;85005;iPhone 6 Plus CPO;16;Silver;New
139-16 9983;;85004;iPhone 6 Plus CPO;16;Grey;New
135-1289878;;85014;iPhone 6S CPO;128;Silver;New
135-1289884;;85013;iPhone 6S CPO;128;Pink;New
135-16 9876;;85007;iPhone 6S CPO;16;Grey;New
135-16 9882;;85008;iPhone 6S CPO;16;Pink;New
135-64 9877;;85012;iPhone 6S CPO;64;Silver;New
135-64 9883;;85011;iPhone 6S CPO;64;Pink;New
135-GOL9879;;85006;iPhone 6S CPO;16;Gold;New
135-GOL9880;;85010;iPhone 6S CPO;64;Gold;New
136-64 9904;;85098;iPhone 6s Plus CPO;64;Pink;New
136-64 9895;;85100;iPhone 6s Plus CPO;64;Silver;New
136-1289896;;85105;iPhone 6s Plus CPO;128;Silver;New
136-1289899;;85102;iPhone 6s Plus CPO;128;Grey;New
136-1289905;;85103;iPhone 6s Plus CPO;128;Pink;New
136-16 9894;;85093;iPhone 6s Plus CPO;16;Silver;New
136-16 9897;;85090;iPhone 6s Plus CPO;16;Grey;New
136-16 9903;;85091;iPhone 6s Plus CPO;16;Pink;New
136-64 9898;;85097;iPhone 6s Plus CPO;64;Grey;New
136-GOL9900;;85092;iPhone 6s Plus CPO;16;Gold;New
136-GOL9901;;85099;iPhone 6s Plus CPO;64;Gold;New
136-GOL9902;;85104;iPhone 6s Plus CPO;128;Gold;New
29-BAS7588;;80508;iPhone 7;256;Red;Grade C
29-ECO7605;;80502;iPhone 7;128;Red;Grade D
29-ECO7606;;80507;iPhone 7;256;Red;Grade D
29-BAS7587;;80503;iPhone 7;128;Red;Grade C
29-PRE7551;;80505;iPhone 7;128;Red;Grade A
29-MED7569;;80504;iPhone 7;128;Red;Grade B
29-BAS7586;;80493;iPhone 7;32;Red;Grade C
29-ECO7604;;80492;iPhone 7;32;Red;Grade D
29-MED7568;;80494;iPhone 7;32;Red;Grade B
29-MED7570;;80509;iPhone 7;256;Red;Grade B
29-PRE7550;;80495;iPhone 7;32;Red;Grade A
29-PRE7552;;80510;iPhone 7;256;Red;Grade A
138-GOL9959;;85123;iPhone 7 CPO;128;Gold;New
138-1289968;;85125;iPhone 7 CPO;128;Jet Black;New
138-GOL9960;;85128;iPhone 7 CPO;256;Gold;New
138-1289956;;85124;iPhone 7 CPO;128;Silver;New
138-1289962;;85122;iPhone 7 CPO;128;Pink;New
138-1289965;;85121;iPhone 7 CPO;128;Black;New
138-2569957;;85129;iPhone 7 CPO;256;Silver;New
138-2569963;;85127;iPhone 7 CPO;256;Pink;New
138-2569966;;85126;iPhone 7 cpo;256;Black;New
138-2569969;;85130;iPhone 7 CPO;256;Jet Black;New
138-32 9955;;85109;iPhone 7 CPO;32;Silver;New
138-32 9961;;85107;iPhone 7 CPO;32;Pink;New
138-32 9964;;85106;iPhone 7 CPO;32;Black;New
138-32 9967;;85110;iPhone 7 CPO;32;Jet Black;New
138-GOL9958;;85108;iPhone 7 CPO;32;Gold;New
28-BAS7516;;80523;iPhone 7 Plus;256;Red;Grade C
28-ECO7533;;80517;iPhone 7 Plus;128;Red;Grade D
28-PRE7480;;80525;iPhone 7 Plus;256;Red;Grade A
28-BAS7515;;80518;iPhone 7 Plus;128;Red;Grade C
28-MED7498;;80524;iPhone 7 Plus;256;Red;Grade B
28-BAS7514;;80513;iPhone 7 Plus;32;Red;Grade C
28-ECO7532;;80512;iPhone 7 Plus;32;Red;Grade D
28-ECO7534;;80522;iPhone 7 Plus;256;Red;Grade D
28-MED7496;;80514;iPhone 7 Plus;32;Red;Grade B
28-MED7497;;80519;iPhone 7 Plus;128;Red;Grade B
28-PRE7478;;80515;iPhone 7 Plus;32;Red;Grade A
28-PRE7479;;80520;iPhone 7 Plus;128;Red;Grade A
137-1289920;;85114;iPhone 7 Plus CPO;128;Silver;New
137-1289928;;85112;iPhone 7 Plus CPO;128;Pink;New
137-1289932;;85115;iPhone 7 Plus CPO;128;Jet Black;New
137-1289936;;85111;iPhone 7 Plus CPO;128;Black;New
137-2569921;;85119;iPhone 7 Plus CPO;256;Silver;New
137-2569929;;85117;iPhone 7 Plus CPO;256;Pink;New
137-2569933;;85120;iPhone 7 Plus CPO;256;Jet Black;New
137-2569937;;85116;iPhone 7 Plus CPO;256;Black;New
137-32 9918;;85132;iPhone 7 Plus CPO;32;Silver;New
137-32 9926;;85135;iPhone 7 Plus CPO;32;Pink;New
137-32 9930;;85137;iPhone 7 Plus CPO;32;Jet Black;New
137-32 9934;;85136;iPhone 7 Plus CPO;32;Black;New
137-GOL9922;;85131;iPhone 7 Plus CPO;32;Gold;New
137-GOL9924;;85113;iPhone 7 Plus CPO;128;Gold;New
137-GOL9925;;85118;iPhone 7 Plus CPO;256;Gold;New
140-2569986;;85139;iPhone X CPO;256;Silver;New
140-2569987;;85138;iPhone X CPO;256;Grey;New
655-BAS12470;;104261;iPhone XR;64;Black;Grade C
655-BAS12471;;104267;iPhone XR;128;Black;Grade C
655-BAS12472;;104272;iPhone XR;256;Black;Grade C
655-BAS12473;;104235;iPhone XR;64;Blue;Grade C
655-BAS12474;;104241;iPhone XR;128;Blue;Grade C
655-BAS12475;;104230;iPhone XR;256;Blue;Grade C
655-BAS12476;;104282;iPhone XR;64;White;Grade C
655-BAS12477;;104287;iPhone XR;128;White;Grade C
655-BAS12478;;104277;iPhone XR;256;White;Grade C
655-BAS12479;;104255;iPhone XR;64;Yellow;Grade C
655-BAS12480;;104245;iPhone XR;128;Yellow;Grade C
655-BAS12481;;104250;iPhone XR;256;Yellow;Grade C
655-BAS12482;;104297;iPhone XR;64;Orange;Grade C
655-BAS12483;;104292;iPhone XR;128;Orange;Grade C
655-BAS12484;;104302;iPhone XR;256;Orange;Grade C
655-BAS12485;;104214;iPhone XR;64;Red;Grade C
655-BAS12486;;104219;iPhone XR;128;Red;Grade C
655-BAS12487;;104225;iPhone XR;256;Red;Grade C
655-ECO12452;;104263;iPhone XR;64;Black;Grade D
655-ECO12453;;104268;iPhone XR;128;Black;Grade D
655-ECO12454;;104273;iPhone XR;256;Black;Grade D
655-ECO12455;;104236;iPhone XR;64;Blue;Grade D
655-ECO12456;;104240;iPhone XR;128;Blue;Grade D
655-ECO12457;;104231;iPhone XR;256;Blue;Grade D
655-ECO12458;;104283;iPhone XR;64;White;Grade D
655-ECO12459;;104288;iPhone XR;128;White;Grade D
655-ECO12460;;104278;iPhone XR;256;White;Grade D
655-ECO12461;;104257;iPhone XR;64;Yellow;Grade D
655-ECO12462;;104246;iPhone XR;128;Yellow;Grade D
655-ECO12463;;104251;iPhone XR;256;Yellow;Grade D
655-ECO12464;;104298;iPhone XR;64;Orange;Grade D
655-ECO12465;;104293;iPhone XR;128;Orange;Grade D
655-ECO12466;;104303;iPhone XR;256;Orange;Grade D
655-ECO12467;;104215;iPhone XR;64;Red;Grade D
655-ECO12468;;104221;iPhone XR;128;Red;Grade D
655-ECO12469;;104226;iPhone XR;256;Red;Grade D
655-MED12488;;104260;iPhone XR;64;Black;Grade B
655-MED12489;;104266;iPhone XR;128;Black;Grade B
655-MED12490;;104271;iPhone XR;256;Black;Grade B
655-MED12491;;104234;iPhone XR;64;Blue;Grade B
655-MED12492;;104239;iPhone XR;128;Blue;Grade B
655-MED12493;;104229;iPhone XR;256;Blue;Grade B
655-MED12494;;104281;iPhone XR;64;White;Grade B
655-MED12495;;104286;iPhone XR;128;White;Grade B
655-MED12496;;104276;iPhone XR;256;White;Grade B
655-MED12497;;104254;iPhone XR;64;Yellow;Grade B
655-MED12498;;104244;iPhone XR;128;Yellow;Grade B
655-MED12499;;104249;iPhone XR;256;Yellow;Grade B
655-MED12500;;104296;iPhone XR;64;Orange;Grade B
655-MED12501;;104291;iPhone XR;128;Orange;Grade B
655-MED12502;;104301;iPhone XR;256;Orange;Grade B
655-MED12503;;104213;iPhone XR;64;Red;Grade B
655-MED12504;;104218;iPhone XR;128;Red;Grade B
655-MED12505;;104224;iPhone XR;256;Red;Grade B
655-PRE12506;;104259;iPhone XR;64;Black;Grade A
655-PRE12507;;104265;iPhone XR;128;Black;Grade A
655-PRE12508;;104270;iPhone XR;256;Black;Grade A
655-PRE12509;;104233;iPhone XR;64;Blue;Grade A
655-PRE12510;;104237;iPhone XR;128;Blue;Grade A
655-PRE12511;;104228;iPhone XR;256;Blue;Grade A
655-PRE12512;;104280;iPhone XR;64;White;Grade A
655-PRE12513;;104285;iPhone XR;128;White;Grade A
655-PRE12514;;104275;iPhone XR;256;White;Grade A
655-PRE12515;;104253;iPhone XR;64;Yellow;Grade A
655-PRE12516;;104243;iPhone XR;128;Yellow;Grade A
655-PRE12517;;104248;iPhone XR;256;Yellow;Grade A
655-PRE12518;;104295;iPhone XR;64;Orange;Grade A
655-PRE12519;;104290;iPhone XR;128;Orange;Grade A
655-PRE12520;;104300;iPhone XR;256;Orange;Grade A
655-PRE12521;;104212;iPhone XR;64;Red;Grade A
655-PRE12522;;104217;iPhone XR;128;Red;Grade A
655-PRE12523;;104223;iPhone XR;256;Red;Grade A
656-BAS12389;;104199;iPhone XS;64;Silver;Grade C
656-BAS12390;;104204;iPhone XS;256;Silver;Grade C
656-BAS12391;;104209;iPhone XS;512;Silver;Grade C
656-BAS12392;;104174;iPhone XS;64;Grey;Grade C
656-BAS12393;;104169;iPhone XS;256;Grey;Grade C
656-BAS12394;;104179;iPhone XS;512;Grey;Grade C
656-ECO12380;;104200;iPhone XS;64;Silver;Grade D
656-ECO12381;;104205;iPhone XS;256;Silver;Grade D
656-ECO12382;;104210;iPhone XS;512;Silver;Grade D
656-ECO12383;;104175;iPhone XS;64;Grey;Grade D
656-ECO12384;;104170;iPhone XS;256;Grey;Grade D
656-ECO12385;;104180;iPhone XS;512;Grey;Grade D
656-GOL12386;;104195;iPhone XS;64;Gold;Grade D
656-GOL12387;;104190;iPhone XS;256;Gold;Grade D
656-GOL12388;;104185;iPhone XS;512;Gold;Grade D
656-GOL12395;;104194;iPhone XS;64;Gold;Grade C
656-GOL12396;;104189;iPhone XS;256;Gold;Grade C
656-GOL12397;;104184;iPhone XS;512;Gold;Grade C
656-GOL12404;;104193;iPhone XS;64;Gold;Grade B
656-GOL12405;;104188;iPhone XS;256;Gold;Grade B
656-GOL12406;;104183;iPhone XS;512;Gold;Grade B
656-GOL12413;;104192;iPhone XS;64;Gold;Grade A
656-GOL12414;;104187;iPhone XS;256;Gold;Grade A
656-GOL12415;;104182;iPhone XS;512;Gold;Grade A
656-MED12398;;104198;iPhone XS;64;Silver;Grade B
656-MED12399;;104203;iPhone XS;256;Silver;Grade B
656-MED12400;;104208;iPhone XS;512;Silver;Grade B
656-MED12401;;104173;iPhone XS;64;Grey;Grade B
656-MED12402;;104168;iPhone XS;256;Grey;Grade B
656-MED12403;;104178;iPhone XS;512;Grey;Grade B
656-PRE12407;;104197;iPhone XS;64;Silver;Grade A
656-PRE12408;;104202;iPhone XS;256;Silver;Grade A
656-PRE12409;;104207;iPhone XS;512;Silver;Grade A
656-PRE12410;;104172;iPhone XS;64;Grey;Grade A
656-PRE12411;;104167;iPhone XS;256;Grey;Grade A
656-PRE12412;;104177;iPhone XS;512;Grey;Grade A
656-BAS12391;;104044;iPhone XS MAX;64;Silver;Grade C
657-BAS12426;;104139;iPhone XS MAX;256;Silver;Grade C
657-BAS12427;;104164;iPhone XS MAX;512;Silver;Grade C
657-BAS12428;;104037;iPhone XS MAX;64;Grey;Grade C
657-BAS12429;;104149;iPhone XS MAX;256;Grey;Grade C
657-ECO12416;;104135;iPhone XS MAX;64;Silver;Grade D
657-ECO12417;;104140;iPhone XS MAX;256;Silver;Grade D
657-ECO12418;;104165;iPhone XS MAX;512;Silver;Grade D
657-ECO12420;;104150;iPhone XS MAX;256;Grey;Grade D
657-GOL12422;;104130;iPhone XS MAX;64;Gold;Grade D
657-GOL12423;;104145;iPhone XS MAX;256;Gold;Grade D
657-GOL12431;;104042;iPhone XS MAX;64;Gold;Grade C
657-GOL12432;;104144;iPhone XS MAX;256;Gold;Grade C
657-GOL12440;;104129;iPhone XS MAX;64;Gold;Grade B
657-GOL12441;;104143;iPhone XS MAX;256;Gold;Grade B
657-GOL12449;;104128;iPhone XS MAX;64;Gold;Grade A
657-GOL12450;;104142;iPhone XS MAX;256;Gold;Grade A
657-MED12434;;104133;iPhone XS MAX;64;Silver;Grade B
657-MED12435;;104138;iPhone XS MAX;256;Silver;Grade B
657-MED12436;;104163;iPhone XS MAX;512;Silver;Grade B
657-MED12437;;104125;iPhone XS MAX;64;Grey;Grade B
657-MED12438;;104148;iPhone XS MAX;256;Grey;Grade B
657-PRE12443;;104132;iPhone XS MAX;64;Silver;Grade A
657-PRE12444;;104136;iPhone XS MAX;256;Silver;Grade A
657-PRE12445;;104162;iPhone XS MAX;512;Silver;Grade A
657-PRE12446;;104124;iPhone XS MAX;64;Grey;Grade A
657-PRE12447;;104147;iPhone XS MAX;256;Grey;Grade A
